ITEM DESCRIPTION,CATEGORY,SUB-CATEGORY,UNIT,JANUARY_2021,FEBRUARY_2021,MARCH_2021,APRIL_2021,MAY_2021,JUNE_2021,JULY_2021,AUGUST_2021,SEPTEMBER_2021,OCTOBER_2021,NOVEMBER_2021,DECEMBER_2021,Rate per Month_2021,TOTAL_2021,JANUARY_2022,FEBRUARY_2022,MARCH_2022,APRIL_2022,MAY_2022,JUNE_2022,JULY_2022,AUGUST_2022,SEPTEMBER_2022,OCTOBER_2022,NOVEMBER_2022,DECEMBER_2022,Rate per Month_2022,TOTAL_2022,JANUARY_2023,FEBRUARY_2023,MARCH_2023,APRIL_2023,MAY_2023,JUNE_2023,JULY_2023,AUGUST_2023,SEPTEMBER_2023,OCTOBER_2023,NOVEMBER_2023,DECEMBER_2023,Rate per Month_2023,TOTAL_2023
Tablet Urimax 0.4mg 79,Medical Items,Pharmaceuticals,Tab,4,0,2,0,0,2,2,0,0,1,0,0,0.916666667,11,0,4,2,0,4,4,0,0,4,0,0,1,1.583333333,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tampon 79,Medical Items,Medical Consumables,Packet,3,1,0,0,0,0,0,4,4,0,0,0,1,12,0,2,4,3,2,0,1,0,0,0,2,0,1.166666667,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tape - Doublesided - 1"" 79",General Items,Stationary,Roll,0,0,3,14,30,0,9,0,0,1,3,0,5,60,3,1,3,19,30,3,2,0,1,1,1,0,5.333333333,64,3,0,0,15,29,0,7,0,0,0,0,0,4.5,54
"Tape - Doublesided - 1/2"" 79",General Items,Stationary,Roll,9,9,2,13,8,8,1,0,4,0,0,0,4.5,54,11,5,0,13,2,0,5,0,0,0,0,0,3,36,7,8,0,12,6,4,2,0,0,0,0,0,3.25,39
"Tape - Doublesided - 2"" 79",General Items,Stationary,Roll,8,0,0,13,15,1,0,0,0,1,0,0,3.166666667,38,0,4,0,16,14,7,0,0,4,0,3,3,4.25,51,5,0,0,16,11,4,2,0,0,0,0,0,3.166666667,38
"Tape - Masking Tape - 1"" 79",General Items,Stationary,Roll,20,31,20,16,58,22,16,0,0,0,2,3,15.66666667,188,23,26,21,17,56,25,19,0,0,0,0,0,15.58333333,187,21,28,20,19,55,21,21,0,0,0,0,0,15.41666667,185
"Tape - Masking Tape - 2"" 79",General Items,Stationary,Roll,20,40,12,48,36,0,22,4,3,0,0,0,15.41666667,185,21,41,8,47,41,5,24,0,4,1,3,0,16.25,195,23,37,12,52,37,4,24,0,0,0,0,0,15.75,189
"Tegaderm - 10x12cm, Ref: 1626w, 50pc/Box 79",Medical Items,Medical Consumables,Box,23,5,22,16,13,4,9,0,0,0,0,0,7.666666667,92,19,12,25,14,12,0,3,0,2,3,2,0,7.666666667,92,19,9,24,16,15,3,6,0,0,0,0,0,7.666666667,92
"Tegaderm - 6x7cm, Ref: 1623w, 100pc/Box 79",Medical Items,Medical Consumables,Box,21,23,16,30,22,5,8,2,1,0,2,2,11,132,16,22,18,36,20,9,7,0,1,3,4,0,11.33333333,136,18,27,18,33,21,9,7,0,0,0,0,0,11.08333333,133
"Tegaderm - 6x7cm, Ref: 1624w, 100pc/Box 79",Medical Items,Medical Consumables,Box,10,7,0,8,0,25,5,0,0,0,1,3,4.916666667,59,17,7,0,6,6,23,4,0,1,0,3,0,5.583333333,67,14,5,1,8,2,25,9,0,0,0,0,0,5.333333333,64
"Tegaderm - CHG - 8.5 x11.5cm, Ref: 1657R, 50pc/Box 79",Medical Items,Medical Consumables,Box,1,0,6,0,2,0,1,0,2,0,4,0,1.333333333,16,0,0,6,2,0,4,1,0,0,0,4,0,1.416666667,17,0,0,2,0,0,0,0,0,0,0,0,0,0.166666667,2
Tegaderm Chlorhexidine IV Dressing 1660R 79,Medical Items,Oncology Items,Numbers,0,0,0,4,1,24,1,4,3,1,1,0,3.25,39,0,2,2,0,0,16,4,0,0,0,3,3,2.5,30,0,0,0,0,0,20,0,0,0,0,0,0,1.666666667,20
Teicoplanin 30mcg - Sd213-5ct 79,Medical Items,Laboratory Test Kits,Kit,1,3,0,0,1,17,0,1,0,4,0,0,2.25,27,0,2,0,1,0,17,0,3,1,0,0,0,2,24,0,0,0,0,0,20,0,0,0,0,0,0,1.666666667,20
Temporary Filling Material - Cavit 79,Medical Items,Dental Consumables,Box,0,2,4,0,3,4,2,1,4,0,0,2,1.833333333,22,0,1,0,0,0,0,2,0,0,0,0,4,0.583333333,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test Tube - 100 X 12mm - 100pcs/Box 79,Medical Items,Laboratory Consumables,Box,0,0,0,2,0,0,0,0,0,2,4,4,1,12,0,0,0,0,1,3,3,1,0,0,4,0,1,12,1,0,0,1,0,0,0,0,0,0,0,0,0.166666667,2
Test Tube - 125 X 16mm 79,Medical Items,Laboratory Consumables,Box,3,0,3,0,1,0,3,0,0,0,0,1,0.916666667,11,3,0,0,2,0,0,0,2,0,0,4,0,0.916666667,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test Tube - 15 X 125mm - Medium Screw Cap 79,Medical Items,Laboratory Instruments,Box,3,4,1,0,0,0,0,0,0,0,4,0,1,12,0,3,0,0,2,3,2,0,0,2,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test Tube - 75 X 12mm - 100pcs/Box 79,Medical Items,Laboratory Consumables,Box,0,2,0,3,0,2,0,0,1,0,0,0,0.666666667,8,0,0,2,3,4,0,0,0,2,0,0,3,1.166666667,14,0,0,0,1,0,0,0,0,0,0,0,0,0.083333333,1
Tetanus Toxid (Adsorbed) 0.5ml - 1 Dose 79,Medical Items,Pharmaceuticals,Ampule,63,0,18,19,12,26,7,0,0,3,0,3,12.58333333,151,55,0,16,20,9,30,1,0,2,0,2,0,11.25,135,60,0,20,20,10,30,5,0,0,0,0,0,12.08333333,145
Tetracycline 30mcg 79,Medical Items,Laboratory Test Kits,Kit,0,0,1,0,4,1,0,0,1,0,4,0,0.916666667,11,4,0,0,1,0,3,0,0,4,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Therapy Consultation and Referal Form (H-72) - A4 79,General Items,Printed Items,Pad,0,0,0,0,0,0,2,0,3,4,3,0,1,12,4,0,4,0,4,0,0,0,0,4,2,3,1.75,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thermal Paper Roll For Q. Management System 79,General Items,Stationary,Roll,242,254,240,133,279,127,263,0,2,0,0,0,128.3333333,1540,237,248,242,128,283,130,263,1,0,2,0,0,127.8333333,1534,240,250,240,130,280,130,260,0,0,0,0,0,127.5,1530
Thermometer Cover - Pcs 79,Medical Items,Medical Consumables,Numbers,203,0,146,199,255,56,125,1,0,4,0,0,82.41666667,989,197,3,152,204,263,61,132,0,3,0,0,3,84.83333333,1018,200,0,150,200,260,60,130,0,0,0,0,0,83.33333333,1000
Thiopentone Sodium Injection Ip 0.5gm 79,Medical Items,Pharmaceuticals,Vial,0,0,0,4,0,0,1,0,0,0,2,1,0.666666667,8,2,0,1,4,0,1,0,0,0,0,2,1,0.916666667,11,5,0,0,0,0,0,0,0,0,0,0,0,0.416666667,5
Thrombin Time (Tct) Test Thrombin Reagent - 10x5ml 79,Medical Items,Laboratory Test Kits,Kit,0,0,1,2,0,0,0,2,0,0,3,0,0.666666667,8,0,2,0,0,0,3,0,2,4,3,0,4,1.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thrombophob Ointment 79,Medical Items,Pharmaceuticals,Tube,0,0,4,0,0,8,11,0,0,0,1,0,2,24,0,4,4,0,0,7,5,2,0,4,0,0,2.166666667,26,0,0,5,2,3,10,9,0,0,0,0,0,2.416666667,29
"Thromboplastin- (Pt), Thromborel - S - 10x4ml 79",Medical Items,Laboratory Test Kits,Kit,4,1,0,0,1,0,0,0,0,3,0,0,0.75,9,0,0,4,0,5,4,5,3,0,4,0,1,2.166666667,26,1,0,4,2,2,2,1,0,0,0,0,0,1,12
Tissue - Multifold 79,General Items,General Items,Packet,769,668,382,765,543,669,730,2,1,0,0,0,377.4166667,4529,762,670,383,771,550,669,732,0,0,1,0,4,378.5,4542,767,672,383,770,547,665,732,0,0,0,0,0,378,4536
Tissue Box 79,General Items,General Items,Box,28,23,12,2,11,1,16,4,0,0,0,0,8.083333333,97,19,20,12,0,8,2,16,0,0,4,0,0,6.75,81,24,20,11,0,10,5,18,0,0,0,0,0,7.333333333,88
Tissue Paper Packet - White 79,General Items,General Items,Packet,910,486,527,537,481,623,564,0,0,0,0,0,344,4128,910,492,531,538,480,616,573,0,0,0,0,0,345,4140,906,489,529,538,481,620,569,0,0,0,0,0,344.3333333,4132
Tissue Roll 79,General Items,General Items,Roll,346,216,170,170,275,238,197,2,2,0,0,1,134.75,1617,338,220,170,169,277,238,203,4,0,4,1,2,135.5,1626,342,220,170,170,280,240,200,0,0,0,0,0,135.1666667,1622
Tobradex Eye Drop 79,Medical Items,Pharmaceuticals,Bottle,2,0,3,0,2,2,1,0,3,3,0,0,1.333333333,16,0,0,2,0,3,1,0,0,0,0,4,0,0.833333333,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tobramycin 30mcg 79,Medical Items,Laboratory Test Kits,Kit,0,1,0,1,0,4,0,0,0,0,0,0,0.5,6,3,4,0,0,1,0,1,0,4,0,2,2,1.416666667,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toner Cartridge - Brother - TN 267 / TN 263 BK 79,General Items,"Toners, Cartridges & Drums",Numbers,0,2,3,2,5,3,0,0,0,0,0,4,1.583333333,19,2,0,0,0,3,0,1,4,0,0,3,0,1.083333333,13,0,0,3,0,1,0,0,0,0,0,0,0,0.333333333,4
Toner Cartridge - Brother - TN 267 / TN 263 C 79,General Items,"Toners, Cartridges & Drums",Numbers,1,2,0,0,0,0,3,0,0,0,0,0,0.5,6,4,2,4,0,0,2,0,3,0,0,0,0,1.25,15,0,0,0,0,1,0,0,0,0,0,0,0,0.083333333,1
Toner Cartridge - Brother - TN 267 / TN 263 M 79,General Items,"Toners, Cartridges & Drums",Numbers,0,4,4,4,2,2,4,0,0,0,0,3,1.916666667,23,1,0,2,0,2,0,0,4,2,4,0,0,1.25,15,1,0,0,0,1,0,0,0,0,0,0,0,0.166666667,2
Toner Cartridge - Brother - TN 267 / TN 263 Y 79,General Items,"Toners, Cartridges & Drums",Numbers,4,0,0,0,0,4,2,0,2,0,1,0,1.083333333,13,0,4,0,0,0,2,0,0,0,0,1,1,0.666666667,8,0,0,0,0,1,0,0,0,0,0,0,0,0.083333333,1
Toner Cartridge - Brother - TN 351 BK / TN 359 BK 79,General Items,"Toners, Cartridges & Drums",Numbers,0,0,0,3,0,0,4,0,0,1,3,0,0.916666667,11,0,0,0,4,0,1,0,0,1,0,3,0,0.75,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toner Cartridge - Brother - TN 351 C 79,General Items,"Toners, Cartridges & Drums",Numbers,0,0,2,0,0,3,0,0,0,0,3,0,0.666666667,8,0,0,0,0,0,1,0,1,2,2,1,0,0.583333333,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toner Cartridge - Brother - TN 351 M 79,General Items,"Toners, Cartridges & Drums",Numbers,0,3,3,0,2,2,0,4,0,1,4,2,1.75,21,0,0,0,3,0,0,3,0,1,0,0,0,0.583333333,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toner Cartridge - Brother - TN 351 Y 79,General Items,"Toners, Cartridges & Drums",Numbers,0,0,0,0,2,0,0,2,2,2,0,0,0.666666667,8,2,0,0,1,0,3,0,1,0,0,0,0,0.583333333,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toner Cartridge - Canon 051 - Black 79,General Items,"Toners, Cartridges & Drums",Numbers,0,0,0,0,0,4,0,0,0,1,0,0,0.416666667,5,0,4,0,0,0,0,0,0,0,0,0,0,0.333333333,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toner Cartridge - Canon 326 79,General Items,"Toners, Cartridges & Drums",Numbers,4,1,0,1,2,0,3,0,2,0,2,3,1.5,18,3,0,0,0,2,4,0,0,2,0,0,3,1.166666667,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tongue Depressor - Wooden - Single Packed 79,Medical Items,Medical Consumables,Numbers,803,1297,102,1302,700,602,296,0,2,0,0,4,425.6666667,5108,801,1296,97,1295,699,598,297,1,0,0,0,3,423.9166667,5087,800,1301,100,1300,703,600,300,0,0,0,0,0,425.3333333,5104
Torch - Pen Torch 79,General Items,General Items,Numbers,17,7,0,2,0,4,0,0,0,4,4,0,3.166666667,38,15,4,0,4,4,0,0,0,3,1,2,0,2.75,33,15,3,0,1,0,0,4,0,0,0,0,0,1.916666667,23
Torch - Two Battery (D Size) 79,General Items,General Items,Numbers,0,4,4,0,0,0,0,2,0,3,0,0,1.083333333,13,0,0,3,1,0,4,0,0,0,0,0,0,0.666666667,8,3,0,0,0,0,0,0,0,0,0,0,0,0.25,3
Toner - Toshiba - 3028p 79,General Items,"Toners, Cartridges & Drums",Numbers,1,0,0,0,0,2,0,0,0,0,2,0,0.416666667,5,0,0,1,0,0,0,0,0,2,0,1,0,0.333333333,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toner Cartridge Brother - Photocopy Machine - Tn-3350 79,General Items,"Toners, Cartridges & Drums",Numbers,4,0,6,0,3,0,0,0,0,3,4,4,2,24,0,0,0,2,1,0,3,1,4,3,1,0,1.25,15,0,0,2,0,1,0,0,0,0,0,0,0,0.25,3
Toner Cartridge Brother LC - 3617 - BK (MFC - J3930DW) 79,General Items,"Toners, Cartridges & Drums",Numbers,2,0,0,0,6,7,0,0,0,4,0,0,1.583333333,19,2,2,0,0,5,9,0,0,0,2,2,3,2.083333333,25,2,2,0,0,3,6,0,0,0,0,0,0,1.083333333,13
Toner Cartridge Brother LC - 3617 - C (MFC - J3930DW) 79,General Items,"Toners, Cartridges & Drums",Numbers,3,0,4,1,0,0,0,0,3,2,0,0,1.083333333,13,6,3,0,0,0,0,0,3,1,0,0,0,1.083333333,13,2,2,0,0,0,3,0,0,0,0,0,0,0.583333333,7
Toner Cartridge Brother LC - 3617 - M (MFC - J3930DW) 79,General Items,"Toners, Cartridges & Drums",Numbers,1,4,4,0,0,7,0,1,4,0,0,4,2.083333333,25,0,3,0,0,1,0,0,2,1,2,3,0,1,12,2,2,0,0,0,3,0,0,0,0,0,0,0.583333333,7
Toner Cartridge Brother LC - 3617 - Y (MFC - J3930DW) 79,General Items,"Toners, Cartridges & Drums",Numbers,0,2,0,0,1,2,0,0,0,2,3,0,0.833333333,10,2,6,4,2,2,4,0,2,3,3,0,2,2.5,30,2,2,0,0,0,3,0,0,0,0,0,0,0.583333333,7
Toner Cartridge Brother Lc-565xl - C 79,General Items,"Toners, Cartridges & Drums",Numbers,0,0,0,0,4,0,0,3,1,0,0,3,0.916666667,11,0,2,0,7,0,0,0,4,3,4,0,4,2,24,0,0,0,3,4,0,0,0,0,0,0,0,0.583333333,7
Toner Cartridge Brother Lc-565xl - M 79,General Items,"Toners, Cartridges & Drums",Numbers,0,2,0,0,6,0,1,3,3,4,0,2,1.75,21,0,0,0,7,8,0,2,0,1,0,0,0,1.5,18,0,0,0,3,5,0,0,0,0,0,0,0,0.666666667,8
Toner Cartridge Brother Lc-565xl - Y 79,General Items,"Toners, Cartridges & Drums",Numbers,0,4,2,2,0,3,4,1,4,2,2,0,2,24,1,4,2,2,3,1,0,0,1,1,0,0,1.25,15,0,0,0,3,1,0,0,0,0,0,0,0,0.333333333,4
Toner Cartridge Brother Lc-569 BLK 79,General Items,"Toners, Cartridges & Drums",Numbers,0,1,0,2,0,0,4,2,0,0,0,0,0.75,9,4,3,0,3,0,3,0,4,2,0,0,2,1.75,21,0,0,0,3,0,0,0,0,0,0,0,0,0.25,3
Toner Cartridge Brother TN 2260 / 2280 79,General Items,"Toners, Cartridges & Drums",Numbers,2,0,0,5,0,2,3,0,4,4,2,0,1.833333333,22,5,0,0,0,3,0,1,0,2,0,0,0,0.916666667,11,6,1,0,2,0,0,0,0,0,0,0,0,0.75,9
Toner Cartridge Brother TN 2360 / 2380 79,General Items,"Toners, Cartridges & Drums",Numbers,12,4,0,0,4,0,0,0,0,4,0,0,2,24,10,5,0,6,0,3,1,4,0,0,0,0,2.416666667,29,12,1,1,3,0,0,2,0,0,0,0,0,1.583333333,19
Toner Cartridge Brother TN 2480 79,General Items,"Toners, Cartridges & Drums",Numbers,38,15,30,25,31,22,59,0,0,0,0,0,18.33333333,220,41,14,31,23,26,21,55,3,0,0,4,3,18.41666667,221,40,19,34,26,31,24,60,0,0,0,0,0,19.5,234
Toner Cartridge Brother TN 3448 / 3478 79,General Items,"Toners, Cartridges & Drums",Numbers,7,5,18,8,11,7,10,0,0,0,1,4,5.916666667,71,3,4,13,8,5,10,11,0,4,1,0,4,5.25,63,7,5,14,12,9,11,8,0,0,0,0,0,5.5,66
Total Bilirubn (Tbil) 300t Dt Si Vitros 250 79,Medical Items,Laboratory Test Kits,Kit,7,9,11,17,9,1,6,0,0,0,0,1,5.083333333,61,5,8,13,11,11,0,8,1,4,0,3,0,5.333333333,64,10,5,9,13,8,3,10,0,0,0,0,0,4.833333333,58
Total Protein (TP) - 250t - Dt Slides - Code 8392292 - Vitros 250 79,Medical Items,Laboratory Test Kits,Kit,10,4,14,15,11,7,11,1,0,0,4,1,6.5,78,7,6,7,8,8,2,18,3,0,0,0,0,4.916666667,59,11,7,11,13,11,3,14,0,0,0,0,0,5.833333333,70
Tourniquet Belt 79,Medical Items,Medical Consumables,Numbers,8,0,3,0,2,2,3,2,0,1,1,2,2,24,4,6,0,4,0,5,8,0,0,0,0,4,2.583333333,31,5,2,0,2,0,1,4,0,0,0,0,0,1.166666667,14
Towel - Large - White 79,General Items,General Items,Numbers,1,7,0,0,0,0,0,1,0,0,4,0,1.083333333,13,0,0,4,0,3,0,0,2,3,4,0,0,1.333333333,16,0,3,0,0,0,0,0,0,0,0,0,0,0.25,3
Towel - Small - White 79,General Items,General Items,Numbers,0,0,0,1,4,0,1,0,1,2,0,0,0.75,9,0,0,4,0,1,0,0,0,0,0,3,3,0.916666667,11,2,0,0,0,0,0,0,0,0,0,0,0,0.166666667,2
Towels - Apron - Polybib - Dental Surgery - 500/Pkt 79,Medical Items,Dental Consumables,Packet,0,4,1,1,3,0,0,3,0,3,4,1,1.666666667,20,4,0,4,0,3,0,0,0,0,3,0,1,1.25,15,0,0,1,1,0,0,1,0,0,0,0,0,0.25,3
Tracheal Tube - 2.5 - Plain - Romson 79,Medical Items,Medical Consumables,Numbers,0,0,0,0,3,0,4,3,0,3,0,0,1.083333333,13,0,0,4,0,0,0,4,0,1,0,0,3,1,12,0,0,0,0,0,0,2,0,0,0,0,0,0.166666667,2
Tracheal Tube - 3.0 - Plain - Romson 79,Medical Items,Medical Consumables,Numbers,0,0,0,0,3,0,0,0,4,2,0,0,0.75,9,0,2,0,0,2,0,2,4,0,4,1,0,1.25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tracheal Tube - 3.5 - Plain - Romson 79,Medical Items,Medical Consumables,Numbers,0,2,0,0,0,4,0,1,0,2,0,0,0.75,9,0,0,0,1,0,3,0,4,1,0,0,3,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tracheal Tube - 4.5 -Plain - Romson 79,Medical Items,Medical Consumables,Numbers,0,0,4,2,3,0,4,0,0,4,2,0,1.583333333,19,0,4,0,0,4,0,3,0,2,4,1,0,1.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tracheal Tube - 5.5 - With Cuff - Romson 79,Medical Items,Medical Consumables,Numbers,4,0,0,4,0,0,4,0,4,3,0,0,1.583333333,19,3,0,3,0,0,0,0,3,3,1,4,4,1.75,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tracheal Tube - 6.5 - With Cuff - Romson 79,Medical Items,Medical Consumables,Numbers,0,4,4,0,2,2,0,0,3,0,3,1,1.583333333,19,0,0,0,1,0,4,0,0,0,3,0,2,0.833333333,10,0,0,2,2,0,0,0,0,0,0,0,0,0.333333333,4
Tracheal Tube - 7.0 - With Cuff - Romson 79,Medical Items,Medical Consumables,Numbers,0,0,3,5,4,2,0,1,0,0,0,3,1.5,18,1,0,0,0,3,0,0,2,0,0,0,0,0.5,6,0,0,0,2,0,0,0,0,0,0,0,0,0.166666667,2
Tracheal Tube - 7.5 - With Cuff - Romson 79,Medical Items,Medical Consumables,Numbers,0,0,2,14,3,3,0,0,4,0,0,2,2.333333333,28,0,0,0,6,0,3,0,4,3,0,3,3,1.833333333,22,0,0,0,10,0,0,0,0,0,0,0,0,0.833333333,10
Tracheal Tube - 8.0 - With Cuff - Romson 79,Medical Items,Medical Consumables,Numbers,2,3,1,0,0,3,0,0,4,0,4,0,1.416666667,17,4,2,0,0,0,1,0,0,0,4,4,0,1.25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tracheal Tube - 8.5 - With Cuff - Romson 79,Medical Items,Medical Consumables,Numbers,0,2,1,2,0,0,0,0,1,0,0,0,0.5,6,0,4,0,0,0,0,0,4,4,0,3,4,1.583333333,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tracheal Tube - 9.0 - With Cuff - Romson 79,Medical Items,Medical Consumables,Numbers,0,0,4,0,0,0,4,1,0,0,2,0,0.916666667,11,0,0,3,0,0,1,0,1,3,0,0,0,0.666666667,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tracheal Tube - 9.5 - With Cuff - Romson 79,Medical Items,Medical Consumables,Numbers,0,0,2,3,0,3,4,0,0,0,0,0,1,12,2,3,0,0,0,3,0,0,0,3,1,1,1.083333333,13,0,0,0,0,0,0,3,0,0,0,0,0,0.25,3
"Tracheal Tube, Blue Line - Single 2.0, W/O Cuff, Ref: 100/111/020 79",Medical Items,Medical Consumables,Numbers,0,0,3,14,0,4,0,1,0,0,4,4,2.5,30,0,0,2,11,3,0,0,2,0,0,0,0,1.5,18,3,2,2,10,0,0,0,0,0,0,0,0,1.416666667,17
"Tracheal Tube, Blue Line - Single 2.5, W/O Cuff, Ref: 100/141/025 79",Medical Items,Medical Consumables,Numbers,3,0,0,8,0,3,2,3,2,2,3,1,2.25,27,0,0,0,12,3,3,0,0,4,2,2,2,2.333333333,28,0,0,0,10,0,0,0,0,0,0,0,0,0.833333333,10
"Tracheal Tube, Blue Line - Single 3.0, W/O Cuff, Ref: 100/141/030 79",Medical Items,Medical Consumables,Numbers,0,1,0,8,0,0,0,4,2,0,2,0,1.416666667,17,2,0,4,10,1,3,0,0,3,0,0,0,1.916666667,23,0,0,0,10,0,0,0,0,0,0,0,0,0.833333333,10
"Tracheal Tube, Blue Line - Single 3.5, W/O Cuff, Ref: 100/141/035 79",Medical Items,Medical Consumables,Numbers,0,0,3,2,0,0,0,0,2,0,4,0,0.916666667,11,0,0,0,0,2,3,0,0,1,3,0,4,1.083333333,13,0,0,2,0,0,0,0,0,0,0,0,0,0.166666667,2
"Tracheal Tube, Blue Line - Single 4.0, W/O Cuff, Ref: 100/141/040 79",Medical Items,Medical Consumables,Numbers,0,7,14,0,0,0,0,2,2,0,3,0,2.333333333,28,1,0,8,4,0,0,1,0,0,2,0,0,1.333333333,16,0,4,10,0,0,0,0,0,0,0,0,0,1.166666667,14
"Tracheal Tube, Blue Line - Single 4.5, W/O Cuff, Ref: 100/141/045 79",Medical Items,Medical Consumables,Numbers,1,1,3,0,0,0,4,0,0,0,0,4,1.083333333,13,6,4,1,4,1,0,4,0,0,0,1,0,1.75,21,5,0,0,0,0,0,0,0,0,0,0,0,0.416666667,5
"Tracheal Tube, Blue Line - Single 5.0, W Cuff, Ref: 100/199/050 79",Medical Items,Medical Consumables,Numbers,4,0,11,3,3,3,0,0,1,0,0,4,2.416666667,29,0,1,10,0,2,0,0,4,1,0,0,0,1.5,18,0,0,10,0,0,2,0,0,0,0,0,0,1,12
"Tracheal Tube, Blue Line - Single 5.0, W/ Cuff, Ref: 100/136/050 79",Medical Items,Medical Consumables,Numbers,11,2,17,3,0,2,0,4,0,0,0,0,3.25,39,9,0,12,0,0,0,0,0,1,0,0,0,1.833333333,22,10,0,17,0,0,2,0,0,0,0,0,0,2.416666667,29
"Tracheal Tube, Blue Line - Single 5.5, W Cuff, Ref: 100/199/055 79",Medical Items,Medical Consumables,Numbers,9,0,23,0,0,0,3,3,3,0,0,2,3.583333333,43,9,4,20,0,0,4,0,0,4,4,0,1,3.833333333,46,11,0,21,0,0,0,0,0,0,0,0,0,2.666666667,32
"Tracheal Tube, Blue Line - Single 5.5, W/O Cuff, Ref: 100/141/055 79",Medical Items,Medical Consumables,Numbers,4,0,0,0,1,0,0,1,0,2,0,0,0.666666667,8,3,0,3,1,0,0,1,0,0,1,0,2,0.916666667,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tracheal Tube, Blue Line - Single 6.0 W/ Cuff - Ref -100/136/060 79",Medical Items,Medical Consumables,Numbers,11,0,10,0,0,0,3,0,0,0,1,0,2.083333333,25,6,0,16,2,2,2,0,0,2,0,0,0,2.5,30,10,0,12,0,0,0,2,0,0,0,0,0,2,24
"Tracheal Tube, Blue Line - Single 6.0, W Cuff, Ref: 100/199/060 79",Medical Items,Medical Consumables,Numbers,0,15,0,7,1,18,4,3,0,0,3,0,4.25,51,0,16,0,6,5,15,4,0,0,4,0,0,4.166666667,50,2,20,0,10,5,20,0,0,0,0,0,0,4.75,57
"Tracheal Tube, Blue Line - Single 6.5 W/ Cuff - Ref -100/136/065 79",Medical Items,Medical Consumables,Numbers,0,4,4,0,0,0,0,0,0,0,0,0,0.666666667,8,2,0,1,0,2,0,3,1,0,2,0,2,1.083333333,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tracheal Tube, Blue Line - Single 6.5, W Cuff, Ref: 100/199/065 79",Medical Items,Medical Consumables,Numbers,0,4,4,7,3,2,4,0,0,3,0,0,2.25,27,0,0,1,7,0,0,0,0,0,1,0,0,0.75,9,0,0,2,6,0,0,0,0,0,0,0,0,0.666666667,8
"Tracheal Tube, Blue Line - Single 7.0 W/ Cuff - Ref -100/136/070 79",Medical Items,Medical Consumables,Numbers,4,0,0,0,0,4,4,0,3,1,4,3,1.916666667,23,0,1,0,1,2,2,2,2,4,0,1,0,1.25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tracheal Tube, Blue Line - Single 7.0, W Cuff, Ref: 100/199/070 79",Medical Items,Medical Consumables,Numbers,19,3,0,0,0,0,0,2,0,0,0,1,2.083333333,25,18,4,0,0,0,0,2,0,0,0,0,0,2,24,20,0,0,0,0,0,0,0,0,0,0,0,1.666666667,20
"Tracheal Tube, Blue Line - Single 7.0, With Cuff, Ref: 100/150/070 79",Medical Items,Medical Consumables,Numbers,0,3,0,0,0,0,4,0,0,0,0,4,0.916666667,11,1,2,0,0,1,0,0,3,0,2,4,4,1.416666667,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tracheal Tube, Blue Line - Single 7.5 W/ Cuff - Ref -100/136/075 79",Medical Items,Medical Consumables,Numbers,0,0,0,6,1,10,0,0,0,0,0,3,1.666666667,20,0,2,0,6,1,12,2,2,0,0,4,0,2.416666667,29,0,0,0,10,0,8,0,0,0,0,0,0,1.5,18
"Tracheal Tube, Blue Line - Single 7.5, W Cuff, Ref: 100/199/075 79",Medical Items,Medical Consumables,Numbers,0,0,0,0,0,3,0,2,4,1,2,4,1.333333333,16,4,0,0,0,0,1,3,4,0,1,0,4,1.416666667,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
